Unfollow Pro for Instagram,0.0434782608696
Instant DP Downloader,0.0434782608696
Neutrino+,0.0625
HaikuJAM,0.0625
Skype Lite,0.0625
Conversations Legacy,0.0714285714286
Google+,0.0714285714286
TED,0.0769230769231
UnFollow,0.0869565217391
ExpertOption,0.0869565217391
MediaSaver,0.0909090909091
QuizUp,0.0909090909091
VidMate,0.0952380952381
E-mail,0.1
Social,0.105263157895
Gitter,0.125
Fake Call,0.125
Udemy,0.1336996337
Duo,0.144841269841
Unfollowers,0.15
HashTags,0.181818181818
Feedback,0.181818181818
WhatsApp Sticker,0.181818181818
Phone service,0.214285714286
WhatsApp Stickers,0.227272727273
Messenger Lite,0.235863095238
Discord,0.25
ZEE5,0.263157894737
Follower Analyzer,0.272556390977
Diwali Stickers,0.292207792208
Yellow pages,0.292613636364
Personal stickers for WhatsApp,0.295454545455
WeChat,0.333333333333
Badoo,0.333333333333
Followers - Unfollowers,0.366071428571
Bitmoji,0.373168498168
Psych!,0.382726648352
Messenger,0.393692591733
TTT,0.454545454545
Pinterest,0.477225672878
LIKE,0.478260869565
Steam,0.5
BookMyShow,0.5
Clash of Clans,0.5
qmiran,0.526315789474
Amazon Shopping,0.652385375042
SonyLIV,0.710751237067
Voot,0.769841269841
Quora,0.7845960171
Psiphon Pro,0.875
Docs,0.969793293621
instabig repost big photo,1.125
2ndLine,1.125
YourQuote,1.13636363636
Prime Video,1.15052323884
hike,1.22697600597
Hotstar,1.28695819988
LinkedIn,1.58928571429
Messaging,1.61034490201
Email,1.62567878028
TikTok,1.73913043478
TubeMate,1.77272727273
Mail,2.13636363636
Gmail,2.45849580807
Messages,2.46589830761
Google,2.61440577418
Telegram,2.70939584348
Netflix,2.9375
StarMaker,3.18181818182
Tinder,3.51902173913
Facebook,3.65986884916
Medium,3.66666666667
Slack,3.75869565217
Call management,3.85
Lite,4.17546550672
DAWebmail,4.93072344322
YouTube,4.9584716828
Helo,7.0
Contacts,10.6479152261
Snapchat,11.5998182718
InCallUI,12.5311963363
Phone,14.7919505521
Twitter,14.9698776624
Instagram,20.9352659699
WhatsApp,38.906172943
